contest_number,questions,caption_choices,label,,,,,,,
530,['Why is there a giant knife?'],"A) Incredible! We still get Saturday deliveries.
B) Five hundred billion galaxies and nothing’s on.
C) I just can't get past the difference in our ages.
D) Welcome to the greatest living room on Earth!
E) We could also go with a chandelier.",E,,,,,,,
703,['Why is an alligator in a restaurant?'],"A) Maybe it would go better in the den.
B) We're trying to teach him not to beg at the table.
C) Not everything is about you.
D) Like I would date a guy from Notre Dame.
E) I'm sorry. I've been burned too many times.",B,,,,,,,
528,['Why are they sitting so far away?'],"A) There's mutiny in the air. Also Viennese dark roast, but mainly mutiny.
B) The captain assures me it was a very small iceberg.
C) As senior squeegee-man during flight simulations, moving up didn't pan out.
D) Not now—I'm in the middle of a big case.
E) You're in his blind spot.",B,,,,,,,
745,['Why is there a gigantic snail in the city?'],"A) If I am lying then let God strike me dead!
B) Fortunately, they only cover one per cent of the island.
C) Why does this never happen on the way to work?
D) We have four, maybe five, days to run for our lives.
E) First, I'd like to thank the podium.",D,,,,,,,
224,['Why are there so many people in the office?'],"A) I’m here to fix the coffee machine.
B) If you see something, say something.
C) I treat depression and obsession, but not compression.
D) I can give you the tools, but you have to do the work yourself.
E) Very nice. Now do a boat.",A,,,,,,,
401,['Why is the woman upset?'],"A) I recommend the trout.
B) I don't need therapy, I just need the remote!
C) Five hundred billion galaxies and nothing’s on.
D) Can I offer anyone a little more oxygen?
E) Things just weren't working out for him on Wall Street",B,,,,,,,
580,"['Why is the guard in a hammock?', 'What is the lounging guard saying?']","A) I listed our freezer on Airbnb.
B) Nothin�?like the smell of a new horse.
C) When he starts acting like a king, I'll start acting like a guard.
D) Some guys never make it out of the plastic bag.
E) Oddly, this one got the placebo.",C,,,,,,,
217,['Why is there a pool in an office building?'],"A) I'm six feet tall if I stand on my toes.
B) Let's not mistake his confidence for leadership.
C) The piano's in tune, but the house is a little flat.
D) He’s pro-afterlife.
E) Don't worry, I ate lunch more than an hour ago.",E,,,,,,,
716,['Why is everyone in the kitchen booby-trapped and locked up?'],"A) We should probably exchange insurance information.
B) Would you at least use coasters?
C) My left or your left?
D) It was in international waters.
E) He could have just written his name on his yogurt.",E,,,,,,,
509,['What are the salmon saying to the bear?'],"A) Everyone is equally welcome here. But you need to leave.
B) Your overhead is going to kill you.
C) I recommend the trout.
D) Well, where did you think baby grands came from?
E) You should probably pass if they offer stock options.",C,,,,,,,
620,['What does this mean?'],"A) Put it down slowly, the mothers are very protective of their young
B) Most of them have candy, this ones filled with nuts.
C) Ask again if anyone turned in a phone.
D) Let's face it. One side of the bed consistently outperforms the other.
E) I think it's important for them to hear both sides of the debate.",B,,,,,,,
165,['Why is the king giving away money?'],"A) Perhaps we should reduce the dosage.
B) Ever have the feeling you forgot to turn something off?
C) You don't need a suit -- you're only seven. He's forty-nine.
D) Things haven't been the same since we began electing our kings.
E) I love it when the shirts turn plaid.",D,,,,,,,
334,['Why does the kid have on a robot suit?'],"A) What do you mean you don’t remember? Either he sleeps with the fishes or he don’t.
B) So this is how the 1% live.
C) If you think this is annoying, just wait. In a few miles, they switch to binary.
D) Stop complaining. I can be used as a flotation device.
E) O.K.,who pooped on the lectern?",D,,,,,,,
373,['Why are the people naked?'],"A) RELAX!
B) Geez, it's twenty-five to life already.
C) If I go, page 4 of our report goes with me.
D) Remember, we present to the Emperor tomorrow at 11.
E) This may burn a little.",D,,,,,,,
344,"[""Why isn't anyone helping the man falling?""]","A) Now that I met your family, I want you to meet mine.
B) If I go, page 4 of our report goes with me.
C) Dear ... diary ... She's ... finally ... asleep.... Oops.
D) Before this I was a bus-boy.
E) You're right. It is easier with the ball.",B,,,,,,,
237,['Why did the man turn into bubbles?'],"A) Monday mornings you want to strangle him.
B) I'm just saying, after this haircut, it's difficult to trust you.
C) Your slogan should be 'Rest assured. My wife will do it.'
D) My other two wishes were ironically misinterpreted, too.
E) The heating system is pretty old but very reliable.",A,,,,,,,
559,['Is he doing that on purpose?'],"A) Boss is makin' us work from home now.
B) It was the only way I could get into the country.
C) You asked if I wanted product in my hair...and I said a smidgeon...a smidgeon, Ralph.
D) See? A real pirate would have cannonballed.
E) The monkeys themselves should come in three to six weeks.",D,,,,,,,
716,['Why did the people decided to trap and lock their kitchen?'],"A) We should probably exchange insurance information.
B) Would you at least use coasters?
C) My left or your left?
D) It was in international waters.
E) He could have just written his name on his yogurt.",E,,,,,,,
642,['Why is he in the alley?'],"A) Yes, it's hot. But a ceiling fan will only make things worse.
B) Well, well, well. If it isn't the one who got away.
C) You promised me you would stop after you lost your arm from that paper cut!
D) If you were on time, it wouldn't be this long.
E) Linda suddenly realized she had entered the hallucinatory phase of her low-carb diet.",E,,,,,,,
401,['Why is she having therapy in a living room?'],"A) You promised me you would stop after you lost your arm from that paper cut!
B) My position on the pitch is still evolving.
C) We have a stalker.
D) This is why I didn't want a Monday night appointment!
E) Do you want to go clubbing later?",D,,,,,,,
46,"[""Why aren't those people wearing clothes?""]","A) How did you get it on?
B) Well, this is just great. The Joker is probably halfway to Brooklyn on the L by now.
C) Jenkins, if I want another yes-man I'll build one.
D) If all goes well, we'll get them back after the audit.
E) Your availability comes off as desperation.",D,,,,,,,
415,['Why is Batman using public transportation?'],"A) You knew your wife might remarry.
B) Robin totalled the Batmobile—again!
C) I move for less transparency.
D) He's been suspended indefinitely.
E) Wow, it's a rare full-of-himself moon.",B,,,,,,,
587,"[""Do they understand what they're seeing?""]","A) It's down the hall, but don't fall in.
B) Ok you can go down one more time but then you have to save me
C) Welcome to Mechanics Anonymous.
D) Because not everyone gets to work from home, Joyce
E) You’ll love the headlight exhibit in the next room, it’s mesmerizing.",E,,,,,,,
25,['Why is the person dressed in scuba gear to attend the party?'],"A) This suit looked way better in the store.
B) Let’s see how sustainable his job is.
C) Sometimes I wish you would keep your performance targets to yourself.
D) What kind of neanderthal uses vodka instead of gin?
E) I'm just saying, I can see why the 'brief'case is more popular.",A,,,,,,,
714,['Why is there a cat on the beach ball?'],"A) At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.
B) You border patrol are good.
C) A better question is, why aren't YOU wearing a mask?
D) You’ve been randomly selected for additional screening.
E) It was a very hostile takeover.",A,,,,,,,
59,['What is the meaning of the clock?'],"A) Let me call you back in an umlaut.
B) Terrormarketer.
C) I was stationed at CVS during the war on drugs.
D) What’s it going to take to get you in this car today?
E) I'm rebranding.",A,,,,,,,
737,"['Why is there a board meeting on top of a cloud?', 'What does the chart explain?']","A) Well, where did you think baby grands came from?
B) I have a request to see how the sausage is made.
C) We have a stalker.
D) I can’t skip.
E) Still not level.",C,,,,,,,
168,['How is he able to stretch his arm like that?'],"A) Please try not to stare at his disproportionately short right arm.
B) Invite them in if you want to get rid of them.
C) You want to sell mustard? Here's how you sell mustard!
D) Majority whip tonight?
E) I’ve decided to redecorate.",A,,,,,,,
422,['What is the story behind this turtle?'],"A) Ice fishing and skydiving—who says they don't go together?
B) It's not disturbing until someone wants to buy them by the ounce.
C) He’s pro-afterlife.
D) Oh I'm sorry, maybe I'd move faster if SOMEONE didn't bite my leg off.
E) I could go digital, but I love the old fashioned feel of paper.",E,,,,,,,
192,['What does the woman do for a living?'],"A) Let's let him keep your ball.
B) I don't normally date Middle-Aged men.
C) It’s always a problem for us when a crime is committed on Halloween.
D) Both the movie and I will be released this summer.
E) Sheep Meadow? No, we wanna see the Seinfeld diner.",D,,,,,,,
32,['Why is the man wearing a rabbit costumer in an office?'],"A) Oh, sorry. I forgot about the time difference.
B) I don't know about you, but I'm thinking takeout
C) Looks like another ye olde stimulus package.
D) Well, there he goes—the first casualty of the War on Easter.
E) I don't know why you're so jolly—your cholesterol is through the roof.",D,,,,,,,
395,['Why is the man in the cannon ball?'],"A) You're lucky someone was on the sidewalk to break your fall.
B) Didn’t you see the light?
C) At this point in the interview, Johnson, we would like to see how well you play with others
D) Here, we shoot the messenger.
E) I'll leave the room while you get unlocked.",D,,,,,,,
577,['What is the vendor doing in there?'],"A) Let's go now while there's no line.
B) There’s a cure—but it’s light-years away.
C) Mistakes were made.
D) We save a bundle on suntan lotion.
E) Define fresh.",A,,,,,,,
