contest_number,questions,caption_choices,answer,,,,
47,"['What job is the man interviewing for?', 'Why would the man interviewing still want the job after seeing what happened to the last guy who had the position?']","A) Just remember to keep away from Fletcher's wife, and Davidson's daughter, and Harris's iPod.
B) Yes, I do believe we have an opening in the Marketing Department. Are you interested?",A,,,,
619,['Who put the sword there?'],"A) This guy failed to execute the office of president. But he did successfully execute the office.
B) If you can remove it... it means your heart is pure. But you can no longer work in sales.",B,,,,
240,"[""Why did the man decide to trim trees in body building character's shapes?""]","A) Keep going—it's starting to turn me on.
B) This is hardly what I meant by 'classical'.",A,,,,
243,"['Why did the phone get fried?', 'What is the man saying to his wife?']","A) Terrormarketer.
B) Hey, are you married?",A,,,,
426,['What song is he playing?'],"A) You played great in your dreams. Now come back to bed.
B) You know, dad, this is not making 'the talk' any less awkward.",B,,,,
190,['Why are they pushing these animals?'],"A) The statue of the lemmings was just too depressing.
B) We really need to find a new route to work.",A,,,,
733,['Why are the sheep are angry at the wolves?'],"A) What other lies do you think we can get them to believe?
B) Every time we attempt a recount, we fall asleep.",B,,,,
556,['Why is the woman wearing a hazmat suit?'],"A) Is that a new outfit?
B) Space-to-table tonight?",A,,,,
581,['What deal is being made here?'],"A) Take it. You mother worries.
B) And above all, ALWAYS bring a sweater.",A,,,,
242,['Why is he surfing in that garb?'],"A) Actually, we never found a need for electrical outlets before.
B) Sharks are biting on gabardine today. Polyester should be O.K.",B,,,,
527,['Why is the farmer greeting a spaceman?'],"A) We're here about the crop circles.
B) What happens on Vega stays on Vega.",B,,,,
552,"['How is the man in the boat able to row through sand?', 'What is the man on all fours saying?']","A) Your form is all wrong.
B) Noah, trust me. Its over.",B,,,,
683,['What is this building?'],"A) Sure, the views are nice, but think of all the outdoor space they're giving up.
B) I guarantee he brings up the whole discovering-fire thing within the first five minutes.",B,,,,
622,['Why is he grilling on the train?'],"A) To go?
B) Well done, sir.",A,,,,
186,['Why is the man holding a Chinese menu?'],"A) Well, I was out of tablets, so I had to carve on the back of this one that I found under my door...
B) And commandments Eleven to Twenty are the same as one to ten, just with tofu instead of meat.",B,,,,
371,['Will the mouse kill the cat?'],"A) My money or one of my lives?
B) Consider the effect of recoil.",B,,,,
707,['What is going on in this picture?'],"A) I'm not bringing work home anymore.
B) Would it help if I call you a hero?",A,,,,
654,['Why does this soup bowl create its own weather?'],"A) On second thought, let's skip the chocolate lava cake for dessert.
B) I asked for the whole freshwater trout, not the bowl of waterspout.",A,,,,
322,"['Why is the man riding a grasshopper?', ""How'd he get the grasshopper to stay still long enough to saddle it?""]","A) Been reading your own press releases again, Cassidy?
B) On a clear day, I can get Santa Fe on the antenna.",B,,,,
511,"['Is the man overly small or the shovel overly big?', 'What is the man in the foreground holding in his hand?']","A) Do you see how I'm lifting with my legs?
B) Now why didn't I think of that?",A,,,,
540,['Why is the doctor checking on the health of an object?'],"A) When was your last dial movement?
B) I'm hearing security is an issue.",A,,,,
320,['Why is there a huge table full of food outside the castle gates?'],"A) They include the gratuity, right?
B) No one attacks quite like the French.",B,,,,
683,['What is this building?'],"A) Sure, the views are nice, but think of all the outdoor space they're giving up.
B) I guarantee he brings up the whole discovering-fire thing within the first five minutes.",B,,,,
522,['Why is he experimenting on the man?'],"A) Will the gentleman be alive for dinner, sir?
B) They're here to read the meters once again.",A,,,,
530,['Why is there a giant knife?'],"A) It says no returns once the package is opened.
B) The consensus of your wise men is: move the chair.",B,,,,
449,['Why is a wall being built in the middle of a room like this?'],"A) No TV for you, lady.
B) Happy Anniversary!",B,,,,
535,['Why is there a whale in the car?'],"A) How could I know he's allergic to shellfish?
B) Then why did you have the bumper sticker?",B,,,,
532,"['What happened to cause the whale to beach itself?', 'Do you think that the man is okay?']","A) Guess who's coming to dinner?
B) Sorry...I was texting.",B,,,,
509,['What are the salmon saying to the bear?'],"A) No matter what, don't run.
B) I recommend the trout.",B,,,,
529,['How is he suspended in the air?'],"A) That's not what I meant by a leap of faith...
B) Can't stop now, i'm virtually there.",B,,,,
227,"['Why are their roles reversed?', 'What is the window washer saying on the phone?']","A) I am telling you this guy is a micromanager.
B) I don't think I could ever go back.",A,,,,
519,['What are the birds thinking?'],"A) He developed the Big Bang Theory.
B) He's not brave. It's deer season.",B,,,,
102,['How did the dog learn to throw a stick like that?'],"A) In order to truly master the art of fetch, you must understand every element of the process.
B) Don't you think Rusty's gotten a little grand since he started wearing that radio control collar?",A,,,,
331,['Why is the spaceship following the car?'],"A) When they said, ""Take us to your leader."" I don't think they meant your mother's house.
B) Male creatures are all the same: give 'em a UFO, and the first thing they do is tailgate.",A,,,,
630,['Why is the beach flooded?'],"A) Gore was right. This is inconvenient.
B) At least the kids are with the grandparents.",A,,,,
756,['What is the man drawing?'],"A) Often, people act like I'm not even there.
B) Hmm. I'm beginning to see a pattern.",B,,,,
588,"['Why is the man on the top of a church steeple?', 'What is the woman saying on the phone?']","A) To be honest, I'm starting to prefer the southern exposure.
B) The apartment is nice, and I met my neighbor who also works at home.",B,,,,
450,['Why are they dancing?'],"A) We’re tabling the motion.
B) George's daughter got into Yale.",A,,,,
127,"['Why is the fishing hole shaped like a body?', 'What is the man who is fishing saying?']","A) I put some beer on the hook. I figure if that's what got him into this mess it should be able to get him out.
B) I was just going to leave her, but then I realized I don't know where she put the claim checks for my dry cleaning.",A,,,,
469,['Why is there a mechanical horse here that the cowboy is riding?'],"A) It gets 60 miles on a singe charge.
B) Nothin�?like the smell of a new horse.",B,,,,
351,['Why is he bringing sheep on the train?'],"A) Sheep Meadow? No, we wanna see the Seinfeld diner.
B) She left them alone but they didn't come home.",A,,,,
255,['Why are the couple operating puppets instead of sitting in the chair and talking to their therapist?'],"A) I gather you both feel you're being manipulated.
B) We're just looking for something with no strings attached.",A,,,,
466,['Why are they under the table?'],"A) The IRS can never know about this.
B) Welcome to Mechanics Anonymous.",B,,,,
675,"['Why is there an astronaut and diver at a party?', 'What is the drunk lady saying to them?']","A) She really needs to contain herself.
B) I also enjoy the moonshine.",B,,,,
354,['Why are there leaves growing out of the man?'],"A) Just get plenty of water and sunlight.
B) I don't think my wife would like them that much.",A,,,,
364,['Why is the man talking to a cardboard cut out?'],"A) Sprechen Sie Deutsch?
B) You don't say!",B,,,,
454,['Why does heaven look like a prison?'],"A) This is not the White House. So don't even think about it.
B) You’ve been randomly selected for additional screening.",B,,,,
422,['What is the turtle doing with all those items?'],"A) The library was closed.
B) I know I have a book in me.",B,,,,
628,['What is he talking about to the bartender?'],"A) Yeah? Well I'm also a fish out of Scotch.
B) How did you know I wanted to open a tab?",A,,,,
654,"['Why is there a tornado coming out of a bowl of soup?', 'What is the patron saying to the waiter?']","A) On second thought, let's skip the chocolate lava cake for dessert.
B) I asked for the whole freshwater trout, not the bowl of waterspout.",A,,,,
245,['What is going on here?'],"A) Metaphor, Schmetaphor
B) Abandon cup!",B,,,,
563,['Why is he running on a hamster wheel?'],"A) No, no! We don't test on animals.
B) I think my boss gave me the run-around.",A,,,,
243,['Why did the phone explode?'],"A) I think the collection agency is getting serious.
B) Tomorrow, we don't ask for a wake-up call.",A,,,,
519,['Why is the bird on the rifle?'],"A) He developed the Big Bang Theory.
B) He's not brave. It's deer season.",B,,,,
602,['Why is the gingerbread man in a hospital?'],"A) Yes, I believe we have all the ingredients for success.
B) In our opinion, you won't make it past the holidays.",B,,,,
223,['How did the people end up in the washing machines?'],"A) We’re graduate students doing a study on lost socks.
B) Sorry, these are being shipped out to Guantanamo.",A,,,,
743,"[""How is the lion eating the man's head when it's dead?""]","A) I've changed my mind. I love it.
B) How would I know your password?",A,,,,
566,['Where are they sailing to?'],"A) Let's order some more tests.
B) There goes my novel.",B,,,,
330,['What happened to cause this?'],"A) You never want to look for loose change anymore.
B) And to think I could have married an Eames chair!",B,,,,
562,['What are they talking about?'],"A) Don't blame me, it's the new traffic controller.
B) I didn't think the oceans could rise any higher.",B,,,,
144,['Why are there so many fish present?'],"A) I promised them all a show on the Food Network.
B) You think this is bad? I used to be a proctologist.",B,,,,
679,['Why is the king surrounded by cacti pots?'],"A) Get rid of the ones that are not phallic.
B) Oh, you said assemble the caucus...",B,,,,
